userId,itemId
119,1277
119,2861
119,3535
119,1967
119,2997
120,1208
120,1201
120,1464
120,2453
120,1399
120,1387
120,1240
120,1721
120,1986
120,830
121,3751
121,3704
121,2100
121,2764
121,1394
121,464
121,3135
121,2505
121,348
121,2133
122,1240
122,2594
122,3948
122,2150
122,2628
122,233
122,2946
122,2043
122,780
122,3081
123,1352
123,3831
123,3113
123,2624
123,1461
123,343
123,1214
123,608
123,1957
123,356
124,3298
124,1147
124,2587
124,1266
124,1354
124,1035
124,2396
124,2701
124,610
124,1032
125,3948
125,1954
125,1358
125,225
125,1243
125,920
125,2599
125,2536
125,2154
125,1499
126,2943
126,1214
126,2997
126,2115
126,1179
126,932
126,2200
126,1610
126,3435
126,1084
127,2871
127,2005
127,2321
127,1617
127,541
127,2654
127,2105
127,569
127,3831
127,3798
128,2657
128,1245
128,1350
128,2982
128,1284
128,2165
128,2012
128,2053
128,3386
128,2628
129,674
129,1183
129,2683
129,3915
129,5
129,1421
129,3704
129,95
129,1080
129,1601
130,1101
130,3183
130,2617
130,1203
130,3905
130,3073
130,2015
130,1681
130,1990
130,26
131,899
131,3428
131,1620
131,1923
131,1499
131,1130
131,2959
131,151
131,1350
131,1918
132,345
132,2770
132,2395
132,1077
132,3703
132,2386
132,2916
132,3527
132,1211
132,588
133,3720
133,2009
133,2701
133,2865
133,266
133,2717
133,674
133,368
133,309
133,1731
134,3783
134,3908
134,3698
134,497
134,2505
134,465
134,1641
134,3566
134,3250
134,3301
135,2791
135,608
135,3863
135,1407
135,3301
135,3617
135,3614
135,3578
135,3915
135,2996
136,435
136,3515
136,3706
136,500
136,968
136,2513
136,2391
136,236
136,2516
136,1623
137,1391
137,3742
137,1923
137,3177
137,838
137,733
137,1028
137,5
137,1911
137,451
138,47
138,670
138,1277
138,1356
138,3564
138,172
138,344
138,3703
138,2628
138,1269
139,3766
139,164
139,1037
139,1441
139,3089
139,1534
139,235
139,3579
139,2888
139,2696
140,969
140,1240
140,101
140,3511
140,2761
140,2076
140,3618
140,2944
140,1073
140,2671
141,3469
141,350
141,32
141,3745
141,1394
141,3546
141,3788
141,1959
141,164
141,1690
142,2761
142,94
142,589
142,3006
142,2291
142,2804
142,3498
142,1242
142,3039
142,1413
143,1721
143,1370
143,1527
143,2993
143,1277
143,3594
143,1732
143,3190
143,3744
143,333
144,1625
144,1093
144,1240
144,3747
144,1206
144,2091
144,1330
144,1544
144,2795
144,2635
145,2672
145,2762
145,3793
145,3176
145,1094
145,3785
145,1066
145,509
145,2987
145,1233
146,3292
146,517
146,1674
146,1748
146,316
146,2353
146,3861
146,942
146,901
146,3923
147,1544
147,1225
147,3793
147,1760
147,2795
147,3897
147,2707
147,524
147,3623
147,1732
148,3270
148,70
148,1086
148,2009
148,1278
148,3793
148,1590
148,1385
148,750
148,2571
149,2248
149,3514
149,193
149,1245
149,1388
149,468
149,1952
149,319
149,2733
149,1598
150,2313
150,541
150,3566
150,785
150,3083
150,3675
150,2656
150,3324
150,465
150,1831
151,3618
151,3755
151,2096
151,708
151,3113
151,3913
151,509
151,3949
151,2714
151,546
152,1500
152,1394
152,1204
152,541
152,1393
152,2987
152,3703
152,34
152,2797
152,480
153,274
153,3261
153,185
153,292
153,2699
153,2352
153,2973
153,110
153,551
153,2724
154,2948
154,2896
154,1525
154,2996
154,3624
154,2791
154,3360
154,1183
154,3301
154,3365
155,3742
155,1620
155,1396
155,1073
155,1196
155,3952
155,162
155,3062
155,1210
155,3481
156,930
156,465
156,3159
156,2020
156,3705
156,1203
156,1219
156,1996
156,2406
156,405
157,2019
157,1983
157,1233
157,2791
157,590
157,381
157,3536
157,1096
157,356
157,274
158,1204
158,1219
158,1379
158,1247
158,3018
158,2057
158,1035
158,3860
158,1320
158,1672
159,3793
159,1183
159,3409
159,296
159,543
159,1101
159,1201
159,3510
159,3272
159,804
160,3798
160,3173
160,1214
160,296
160,3452
160,3534
160,141
160,3755
160,3298
160,3753
161,3039
161,94
161,824
161,3481
161,92
161,3328
161,3149
161,2478
161,3753
161,3418
162,552
162,2359
162,2292
162,2643
162,504
162,2192
162,1162
162,969
162,3604
162,2762
163,1126
163,1544
163,1266
163,1931
163,2017
163,2396
163,3354
163,3555
163,2974
163,3596
164,3916
164,2657
164,3317
164,3740
164,562
164,309
164,3744
164,2706
164,901
164,1042
165,3033
165,1977
165,2791
165,3793
165,3785
165,2985
165,3556
165,3146
165,1096
165,1185
166,2186
166,3273
166,141
166,2337
166,2470
166,3788
166,2861
166,3114
166,66
166,2443
167,2424
167,3572
167,3062
167,892
167,2024
167,3253
167,1620
167,3753
167,1215
167,3107
168,3755
168,3511
168,1132
168,2300
168,3005
168,3266
168,492
168,2914
168,3018
168,1903
169,1081
169,1947
169,1597
169,1794
169,144
169,562
169,28
169,1732
169,3897
169,2456
170,1204
170,3948
170,1036
170,2792
170,1073
170,522
170,780
170,2599
170,3747
170,2712
171,164
171,767
171,3033
171,1212
171,1396
171,3105
171,158
171,3534
171,2664
171,1947
172,3706
172,1344
172,541
172,494
172,1748
172,3834
172,2987
172,1068
172,3134
172,1911
173,3192
173,3512
173,2300
173,2529
173,260
173,2947
173,2809
173,94
173,1419
173,1073
174,2105
174,303
174,358
174,835
174,92
174,3535
174,3707
174,3431
174,2916
174,1617
175,2725
175,562
175,2005
175,3916
175,1617
175,3836
175,381
175,2640
175,546
175,1347
176,3391
176,3435
176,1381
176,2042
176,241
176,3548
176,1200
176,3874
176,3555
176,2571
177,1097
177,1036
177,3846
177,910
177,1240
177,1259
177,779
177,3249
177,457
177,892
178,3681
178,587
178,2174
178,885
178,2585
178,613
178,1203
178,3263
178,3106
178,2550
179,692
179,2974
179,231
179,2986
179,1060
179,1882
179,3925
179,888
179,1361
179,533
180,3514
180,357
180,3301
180,2672
180,1095
180,3435
180,3865
180,1580
180,3421
180,2638
181,2329
181,3703
181,2424
181,365
181,3755
181,3952
181,150
181,2968
181,1028
181,39
182,47
182,2434
182,2012
182,1036
182,198
182,36
182,1302
182,3160
182,1224
182,2827
183,1081
183,2456
183,410
183,2064
183,2339
183,2656
183,1193
183,3742
183,3176
183,1213
184,1073
184,1419
184,2099
184,3594
184,480
184,2181
184,322
184,2002
184,846
184,1264
185,1918
185,2987
185,356
185,1419
185,2231
185,1884
185,1917
185,1261
185,830
185,912
186,2701
186,2987
186,86
186,2672
186,2399
186,2731
186,3176
186,2014
186,2858
186,1619
187,1907
187,1022
187,3263
187,1301
187,1623
187,3173
187,1356
187,1025
187,3751
187,2571
188,2701
188,86
188,3798
188,2126
188,541
188,2714
188,1952
188,3301
188,1288
188,2485
189,3452
189,3168
189,339
189,349
189,401
189,2169
189,1955
189,1419
189,353
189,1073
190,611
190,3452
190,1304
190,44
190,2100
190,3897
190,1208
190,3359
190,3514
190,3484
191,424
191,1216
191,2996
191,5
191,1278
191,2155
191,3301
191,2247
191,2355
191,2571
192,3949
192,278
192,161
192,3879
192,1350
192,3952
192,1923
192,3148
192,2266
192,3347
193,1162
193,2338
193,801
193,252
193,1735
193,110
193,1235
193,247
193,10
193,1129
194,2012
194,1219
194,427
194,1073
194,2721
194,733
194,3533
194,2944
194,1379
194,1581
195,329
195,276
195,2985
195,2001
195,891
195,1641
195,1027
195,3082
195,1994
195,266
196,3546
196,3846
196,1687
196,910
196,2396
196,3457
196,3623
196,2115
196,3766
196,3601
197,2858
197,1125
197,146
197,34
197,3510
197,2687
197,3578
197,2488
197,2701
197,2025
198,3785
198,1222
198,2701
198,223
198,3176
198,3317
198,3327
198,215
198,3184
198,2739
199,2597
199,2100
199,899
199,1772
199,2638
199,2266
199,2042
199,419
199,3401
199,3578
200,2599
200,1687
200,2720
200,1080
200,1198
200,225
200,1646
200,3537
200,2959
200,296
201,3901
201,2434
201,3646
201,3952
201,1188
201,3864
201,3192
201,515
201,3578
201,3514
202,2083
202,62
202,1093
202,1625
202,838
202,2142
202,3834
202,322
202,3244
202,1104
203,3502
203,2724
203,1879
203,3318
203,3857
203,3354
203,166
203,1687
203,1888
203,1644
204,266
204,1050
204,35
204,3754
204,3284
204,3566
204,1378
204,3882
204,1731
204,3273
205,1617
205,3098
205,2019
205,3039
205,1247
205,222
205,2722
205,2987
205,2959
205,1347
206,1214
206,2916
206,2938
206,589
206,2006
206,1097
206,1270
206,1238
206,1121
206,2001
207,3484
207,28
207,3593
207,1544
207,353
207,1214
207,3354
207,1676
207,455
207,3918
208,2181
208,3535
208,3763
208,35
208,2987
208,240
208,2625
208,3442
208,2861
208,1147
209,2828
209,2987
209,34
209,1213
209,170
209,319
209,2599
209,1204
209,955
209,1591
210,393
210,1277
210,1681
210,1921
210,2764
210,1233
210,1840
210,1381
210,2862
210,546
211,1977
211,611
211,2470
211,3535
211,2000
211,745
211,2362
211,296
211,344
211,3593
212,1729
212,1225
212,3826
212,374
212,3608
212,1356
212,1674
212,3537
212,3157
212,2965
213,1680
213,367
213,3555
213,2396
213,1396
213,551
213,5
213,2019
213,2739
213,3354
214,1707
214,2858
214,2672
214,2042
214,1027
214,1580
214,1250
214,3391
214,3764
214,356
215,356
215,2536
215,3857
215,3408
215,2020
215,373
215,110
215,1544
215,2672
215,1233
216,2115
216,1208
216,1673
216,3
216,1960
216,2502
216,2329
216,1084
216,2038
216,3146
217,2302
217,3753
217,920
217,3489
217,3512
217,2406
217,418
217,2634
217,94
217,1214
218,3889
218,1361
218,3911
218,3168
218,3635
218,3747
218,3766
218,197
218,50
218,3663
219,2763
219,2987
219,3176
219,2761
219,565
219,996
219,3827
219,5
219,2565
219,3114
220,2912
220,2638
220,3055
220,2285
220,349
220,3401
220,3744
220,2396
220,1912
220,2022
221,407
221,3593
221,3948
221,3649
221,2393
221,1221
221,3910
221,3798
221,3176
221,3793
222,3513
222,47
222,3753
222,1598
222,3879
222,2502
222,3822
222,3911
222,3442
222,3408
223,661
223,2606
223,1923
223,3301
223,2858
223,833
223,3911
223,1997
223,2759
223,750
224,1885
224,3089
224,2827
224,1934
224,3083
224,151
224,1120
224,68
224,2086
224,2556
225,392
225,2767
225,1927
225,3563
225,539
225,345
225,3370
225,2959
225,3747
225,3864
226,1246
226,2000
226,3255
226,3168
226,3408
226,1259
226,3536
226,608
226,1370
226,2700
227,2693
227,377
227,3793
227,2763
227,2987
227,2536
227,3798
227,373
227,3176
227,1986
228,3952
228,547
228,2006
228,3918
228,356
228,2109
228,3713
228,1207
228,1234
228,3535
229,2839
229,2571
229,3158
229,2010
229,2113
229,1064
229,457
229,1198
229,3481
229,3499
230,3579
230,3624
230,1449
230,1407
230,3826
230,3513
230,611
230,1597
230,3355
230,3700
231,1981
231,1826
231,2210
231,1517
231,273
231,3262
231,1371
231,1983
231,1569
231,3590
232,2539
232,3916
232,3863
232,2798
232,3442
232,3511
232,29
232,2019
232,1219
232,1088
233,381
233,150
233,3534
233,3952
233,661
233,1644
233,465
233,2023
233,3602
233,497
234,1401
234,2478
234,3766
234,1233
234,3707
234,3349
234,2053
234,3368
234,3639
234,1217
235,1834
235,2042
235,741
235,2005
235,3744
235,3626
235,1735
235,3578
235,551
235,3548
236,2985
236,3286
236,1905
236,2791
236,2004
236,3328
236,1259
236,3555
236,3441
236,2038
237,2081
237,356
237,2301
237,164
237,3925
237,2038
237,1784
237,3623
237,2119
237,3556
238,1061
238,1963
238,3398
238,3874
238,3698
238,1801
238,3905
238,3578
238,1721
238,1059
239,58
239,3911
239,2987
239,1586
239,3668
239,1093
239,3008
239,1834
239,3546
239,1983
240,1909
240,3594
240,1197
240,1747
240,1884
240,3286
240,3277
240,101
240,3513
240,3744
241,1112
241,110
241,3578
241,1962
241,1291
241,3113
241,745
241,2952
241,2882
241,2421
242,3481
242,2335
242,3306
242,2126
242,2770
242,1758
242,546
242,2361
242,1274
242,2352
243,1968
243,588
243,2061
243,1391
243,2565
243,1094
243,2457
243,535
243,2699
243,662
244,1234
244,2915
244,3766
244,1639
244,3741
244,2302
244,21
244,1090
244,1953
244,3366
245,1018
245,3082
245,3390
245,2361
245,3135
245,3280
245,3253
245,2439
245,838
245,2346
246,1073
246,2169
246,573
246,1204
246,2034
246,1589
246,356
246,1831
246,3360
246,2987
247,1097
247,2798
247,2628
247,457
247,1240
247,2076
247,354
247,531
247,1680
247,930
248,3863
248,3798
248,3916
248,673
248,1580
248,3825
248,3753
248,2536
248,2657
248,1399
249,2580
249,785
249,2336
249,2761
249,2018
249,2719
249,1963
249,2770
249,608
249,517
250,3452
250,44
250,3753
250,759
250,2327
250,1230
250,1748
250,3096
250,2340
250,3578
251,3916
251,1046
251,435
251,2640
251,3242
251,1028
251,1586
251,1378
251,858
251,2291
252,2723
252,3182
252,2529
252,2170
252,1529
252,2941
252,1962
252,3157
252,3593
252,2132
253,1929
253,3418
253,1396
253,1207
253,1620
253,2447
253,1089
253,2442
253,1616
253,1704
254,3916
254,1994
254,2014
254,1320
254,3661
254,3429
254,968
254,1347
254,3740
254,3093
255,173
255,3704
255,685
255,337
255,674
255,3758
255,2724
255,3738
255,2086
255,1265
256,2105
256,3301
256,2034
256,778
256,1986
256,2191
256,2355
256,3408
256,1391
256,2858
257,1517
257,3457
257,3911
257,551
257,3668
257,497
257,2706
257,173
257,2656
257,2395
258,3198
258,592
258,1914
258,3578
258,780
258,2482
258,1274
258,3769
258,583
258,3370
259,3916
259,1244
259,3301
259,593
259,2024
259,3095
259,43
259,2815
259,3868
259,3646
260,502
260,1641
260,3745
260,1556
260,608
260,2688
260,546
260,2505
260,2568
260,1502
261,1389
261,1222
261,3578
261,2266
261,3400
261,1449
261,1927
261,3317
261,509
261,3785
262,3889
262,3937
262,2917
262,1207
262,924
262,3834
262,1278
262,2188
262,2042
262,2122
263,318
263,1914
263,945
263,3205
263,1204
263,2613
263,2550
263,2395
263,2901
263,3770
264,745
264,920
264,2599
264,3327
264,1428
264,3578
264,344
264,1814
264,3546
264,26
265,898
265,58
265,1077
265,2795
265,1258
265,2890
265,1092
265,2712
265,535
265,2043
266,1704
266,3072
266,1234
266,2043
266,830
266,2571
266,62
266,3851
266,2529
266,214
267,1242
267,3593
267,1245
267,3646
267,1042
267,1276
267,3697
267,1210
267,3826
267,1377
268,2422
268,1214
268,1246
268,1168
268,3608
268,788
268,608
268,2862
268,839
268,104
269,1416
269,2987
269,1352
269,3142
269,553
269,2396
269,551
269,1101
269,2463
269,3408
270,3948
270,3952
270,3825
270,68
270,1991
270,2003
270,3864
270,292
270,3831
270,2901
271,1953
271,1993
271,2190
271,2376
271,2670
271,346
271,343
271,3265
271,3334
271,3129
272,553
272,1274
272,2463
272,34
272,1644
272,3555
272,1097
272,1101
272,3948
272,357
273,405
273,160
273,2013
273,2132
273,2903
273,922
273,1183
273,3777
273,3605
273,2143
274,2640
274,1179
274,527
274,1950
274,897
274,381
274,300
274,3418
274,2283
274,1090
275,2470
275,2000
275,3760
275,1939
275,261
275,3194
275,2657
275,3313
275,3527
275,1094
276,2399
276,3468
276,2406
276,808
276,2169
276,3605
276,364
276,365
276,1129
276,674
277,480
277,1777
277,2974
277,1206
277,1834
277,2253
277,455
277,539
277,1307
277,1092
278,1984
278,3273
278,897
278,1130
278,1267
278,2717
278,2918
278,86
278,509
278,910
279,2404
279,1750
279,424
279,1841
279,1623
279,3177
279,3328
279,3301
279,2931
279,2003
280,1307
280,3556
280,2797
280,3418
280,1012
280,2456
280,367
280,247
280,533
280,1831
281,2791
281,3826
281,2861
281,41
281,1525
281,1035
281,2628
281,2424
281,1011
281,1644
282,3257
282,3783
282,2701
282,353
282,3704
282,2024
282,3897
282,3324
282,3262
282,3004
283,2028
283,3481
283,3148
283,1213
283,2301
283,3780
283,1374
283,3623
283,3791
283,101
284,2701
284,2722
284,3117
284,2354
284,3623
284,908
284,553
284,3176
284,2186
284,2245
285,1094
285,3765
285,3176
285,1042
285,2000
285,1958
285,1096
285,2086
285,2918
285,2034
286,3301
286,527
286,1073
286,2567
286,1242
286,2330
286,252
286,2976
286,494
286,2289
287,3481
287,3618
287,2470
287,3905
287,1681
287,2717
287,2027
287,999
287,1429
287,11
288,494
288,648
288,858
288,2155
288,1387
288,2389
288,2510
288,2253
288,3515
288,3624
289,1785
289,2649
289,3386
289,1129
289,1230
289,3801
289,44
289,1350
289,1399
289,1694
290,11
290,551
290,539
290,1101
290,697
290,3825
290,1639
290,317
290,1758
290,1266
291,3194
291,3535
291,2303
291,367
291,364
291,1246
291,43
291,3035
291,2190
291,800
292,2858
292,2395
292,2985
292,3174
292,2638
292,160
292,1619
292,2917
